pflanzen_id,deutscher_name,kategorie,aktivitaet,phase_von,phase_bis,monat_von,monat_bis,laufend,hinweis,quelle
KR000112,Wiesen-Bärenklau,Anbau,Aussaat,2,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000112,Wiesen-Bärenklau,Anbau,Aussaat,7,7,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000112,Wiesen-Bärenklau,Anbau,Teilung/Vermehrung,2,3,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000112,Wiesen-Bärenklau,Anbau,Pflanzung,2,3,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000112,Wiesen-Bärenklau,Anbau,Teilung/Vermehrung,7,8,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000112,Wiesen-Bärenklau,Anbau,Pflanzung,7,8,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000112,Wiesen-Bärenklau,Nutzung,Ernte,3,8,,,1,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000112,Wiesen-Bärenklau,Nutzung,Blüte,4,7,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000112,Wiesen-Bärenklau,Pflege,Rückschnitt,2,3,,,0,i.d.R. im Frühjahr; Detail s. Pflegetext,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000112,Wiesen-Bärenklau,Pflege,Pflege (allgemein),,,,,1,Selbstaussaat möglich; junge Blätter bevorzugt ernten; Rückschnitt nach Bedarf; Samenstände bei Bedarf stehen lassen,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000113,Sauerklee,Anbau,Aussaat,2,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000113,Sauerklee,Anbau,Aussaat,7,7,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000113,Sauerklee,Anbau,Teilung/Vermehrung,2,3,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000113,Sauerklee,Anbau,Pflanzung,2,3,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000113,Sauerklee,Anbau,Teilung/Vermehrung,7,8,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000113,Sauerklee,Anbau,Pflanzung,7,8,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000113,Sauerklee,Nutzung,Ernte,3,8,,,1,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000113,Sauerklee,Nutzung,Blüte,4,7,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000113,Sauerklee,Pflege,Rückschnitt,2,3,,,0,i.d.R. im Frühjahr; Detail s. Pflegetext,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000113,Sauerklee,Pflege,Pflege (allgemein),,,,,1,Selbstaussaat möglich; junge Blätter bevorzugt ernten; Rückschnitt nach Bedarf; Samenstände bei Bedarf stehen lassen,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000113,Sauerklee,Pflege,Winterschutz,9,10,,,0,im Topf/Kübel Wurzelballen vor Durchfrieren schützen,Regel: zwei-Ursachen-Modell (Frost/Gefäß)
KR000114,Franzosenkraut,Anbau,Aussaat,2,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000114,Franzosenkraut,Anbau,Aussaat,7,7,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000114,Franzosenkraut,Anbau,Teilung/Vermehrung,2,3,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000114,Franzosenkraut,Anbau,Pflanzung,2,3,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000114,Franzosenkraut,Anbau,Teilung/Vermehrung,7,8,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000114,Franzosenkraut,Anbau,Pflanzung,7,8,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000114,Franzosenkraut,Nutzung,Ernte,3,8,,,1,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000114,Franzosenkraut,Nutzung,Blüte,4,7,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000114,Franzosenkraut,Pflege,Rückschnitt,2,3,,,0,i.d.R. im Frühjahr; Detail s. Pflegetext,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000114,Franzosenkraut,Pflege,Pflege (allgemein),,,,,1,Selbstaussaat möglich; junge Blätter bevorzugt ernten; Rückschnitt nach Bedarf; Samenstände bei Bedarf stehen lassen,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000115,Behaartes Knopfkraut,Anbau,Aussaat,2,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000115,Behaartes Knopfkraut,Anbau,Aussaat,7,7,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000115,Behaartes Knopfkraut,Anbau,Teilung/Vermehrung,2,3,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000115,Behaartes Knopfkraut,Anbau,Pflanzung,2,3,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000115,Behaartes Knopfkraut,Anbau,Teilung/Vermehrung,7,8,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000115,Behaartes Knopfkraut,Anbau,Pflanzung,7,8,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000115,Behaartes Knopfkraut,Nutzung,Ernte,3,8,,,1,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000115,Behaartes Knopfkraut,Nutzung,Blüte,4,7,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000115,Behaartes Knopfkraut,Pflege,Rückschnitt,2,3,,,0,i.d.R. im Frühjahr; Detail s. Pflegetext,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000115,Behaartes Knopfkraut,Pflege,Pflege (allgemein),,,,,1,Selbstaussaat möglich; junge Blätter bevorzugt ernten; Rückschnitt nach Bedarf; Samenstände bei Bedarf stehen lassen,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000116,Guter Heinrich,Anbau,Aussaat,2,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000116,Guter Heinrich,Anbau,Aussaat,7,7,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000116,Guter Heinrich,Anbau,Teilung/Vermehrung,2,3,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000116,Guter Heinrich,Anbau,Pflanzung,2,3,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000116,Guter Heinrich,Anbau,Teilung/Vermehrung,7,8,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000116,Guter Heinrich,Anbau,Pflanzung,7,8,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000116,Guter Heinrich,Nutzung,Ernte,3,8,,,1,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000116,Guter Heinrich,Nutzung,Blüte,4,7,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000116,Guter Heinrich,Pflege,Rückschnitt,2,3,,,0,i.d.R. im Frühjahr; Detail s. Pflegetext,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000116,Guter Heinrich,Pflege,Pflege (allgemein),,,,,1,Selbstaussaat möglich; junge Blätter bevorzugt ernten; Rückschnitt nach Bedarf; Samenstände bei Bedarf stehen lassen,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000116,Guter Heinrich,Pflege,Winterschutz,9,10,,,0,im Topf/Kübel Wurzelballen vor Durchfrieren schützen,Regel: zwei-Ursachen-Modell (Frost/Gefäß)
KR000117,Melde,Anbau,Aussaat,2,6,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000117,Melde,Anbau,Pflanzung,3,7,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000117,Melde,Nutzung,Ernte,3,8,,,1,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000117,Melde,Nutzung,Blüte,5,6,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000117,Melde,Pflege,Pflege (allgemein),,,,,1,Satzweise aussäen; gleichmäßig feucht halten; junge Blätter laufend ernten; bei Hitze/Schossen beachten,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000118,Baumspinat,Anbau,Aussaat,2,6,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000118,Baumspinat,Anbau,Pflanzung,3,7,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000118,Baumspinat,Nutzung,Ernte,3,8,,,1,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000118,Baumspinat,Nutzung,Blüte,5,6,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000118,Baumspinat,Pflege,Pflege (allgemein),,,,,1,Satzweise aussäen; gleichmäßig feucht halten; junge Blätter laufend ernten; bei Hitze/Schossen beachten,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000119,Weißer Gänsefuß,Anbau,Aussaat,2,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000119,Weißer Gänsefuß,Anbau,Aussaat,7,7,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000119,Weißer Gänsefuß,Anbau,Teilung/Vermehrung,2,3,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000119,Weißer Gänsefuß,Anbau,Pflanzung,2,3,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000119,Weißer Gänsefuß,Anbau,Teilung/Vermehrung,7,8,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000119,Weißer Gänsefuß,Anbau,Pflanzung,7,8,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000119,Weißer Gänsefuß,Nutzung,Ernte,3,8,,,1,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000119,Weißer Gänsefuß,Nutzung,Blüte,4,7,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000119,Weißer Gänsefuß,Pflege,Rückschnitt,2,3,,,0,i.d.R. im Frühjahr; Detail s. Pflegetext,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000119,Weißer Gänsefuß,Pflege,Pflege (allgemein),,,,,1,Selbstaussaat möglich; junge Blätter bevorzugt ernten; Rückschnitt nach Bedarf; Samenstände bei Bedarf stehen lassen,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000120,Wiesenknopf,Anbau,Aussaat,2,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000120,Wiesenknopf,Anbau,Aussaat,7,7,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000120,Wiesenknopf,Anbau,Teilung/Vermehrung,2,3,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000120,Wiesenknopf,Anbau,Pflanzung,2,3,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000120,Wiesenknopf,Anbau,Teilung/Vermehrung,7,8,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000120,Wiesenknopf,Anbau,Pflanzung,7,8,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000120,Wiesenknopf,Nutzung,Ernte,3,8,,,1,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000120,Wiesenknopf,Nutzung,Blüte,4,7,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000120,Wiesenknopf,Pflege,Rückschnitt,2,3,,,0,i.d.R. im Frühjahr; Detail s. Pflegetext,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000120,Wiesenknopf,Pflege,Pflege (allgemein),,,,,1,Selbstaussaat möglich; junge Blätter bevorzugt ernten; Rückschnitt nach Bedarf; Samenstände bei Bedarf stehen lassen,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000120,Wiesenknopf,Pflege,Winterschutz,9,10,,,0,im Topf/Kübel Wurzelballen vor Durchfrieren schützen,Regel: zwei-Ursachen-Modell (Frost/Gefäß)
KR000121,Nachtkerze,Anbau,Aussaat,2,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000121,Nachtkerze,Anbau,Aussaat,7,7,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000121,Nachtkerze,Anbau,Teilung/Vermehrung,2,3,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000121,Nachtkerze,Anbau,Pflanzung,2,3,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000121,Nachtkerze,Anbau,Teilung/Vermehrung,7,8,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000121,Nachtkerze,Anbau,Pflanzung,7,8,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000121,Nachtkerze,Nutzung,Ernte,3,8,,,1,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000121,Nachtkerze,Nutzung,Blüte,4,7,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000121,Nachtkerze,Pflege,Rückschnitt,2,3,,,0,i.d.R. im Frühjahr; Detail s. Pflegetext,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000121,Nachtkerze,Pflege,Pflege (allgemein),,,,,1,Selbstaussaat möglich; junge Blätter bevorzugt ernten; Rückschnitt nach Bedarf; Samenstände bei Bedarf stehen lassen,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000122,Wilde Malve,Anbau,Aussaat,2,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000122,Wilde Malve,Anbau,Aussaat,7,7,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000122,Wilde Malve,Anbau,Teilung/Vermehrung,2,3,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000122,Wilde Malve,Anbau,Pflanzung,2,3,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000122,Wilde Malve,Anbau,Teilung/Vermehrung,7,8,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000122,Wilde Malve,Anbau,Pflanzung,7,8,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000122,Wilde Malve,Nutzung,Ernte,3,8,,,1,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000122,Wilde Malve,Nutzung,Blüte,4,7,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000122,Wilde Malve,Pflege,Rückschnitt,2,3,,,0,i.d.R. im Frühjahr; Detail s. Pflegetext,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000122,Wilde Malve,Pflege,Pflege (allgemein),,,,,1,Selbstaussaat möglich; junge Blätter bevorzugt ernten; Rückschnitt nach Bedarf; Samenstände bei Bedarf stehen lassen,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000123,Waldmeister,Anbau,Vorkultur,2,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000123,Waldmeister,Anbau,Aussaat,2,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000123,Waldmeister,Anbau,Pflanzung,4,5,,,0,ab Mai,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000123,Waldmeister,Nutzung,Ernte,5,8,,,1,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000123,Waldmeister,Nutzung,Blüte,5,7,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000123,Waldmeister,Pflege,Pflege (allgemein),,,,,1,Wärmeliebende Arten warm vorziehen; regelmäßig beernten; Samen/Früchte je nach Art ausreifen lassen; frostempfindliche Arten schützen,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000123,Waldmeister,Pflege,Winterschutz,9,10,,,0,im Topf/Kübel Wurzelballen vor Durchfrieren schützen,Regel: zwei-Ursachen-Modell (Frost/Gefäß)
KR000124,Spinat,Anbau,Aussaat,2,6,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000124,Spinat,Anbau,Pflanzung,3,7,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000124,Spinat,Nutzung,Ernte,3,8,,,1,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000124,Spinat,Nutzung,Blüte,5,6,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000124,Spinat,Pflege,Pflege (allgemein),,,,,1,Satzweise aussäen; gleichmäßig feucht halten; junge Blätter laufend ernten; bei Hitze/Schossen beachten,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000125,Mangold,Anbau,Aussaat,2,6,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000125,Mangold,Anbau,Pflanzung,3,7,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000125,Mangold,Nutzung,Ernte,3,8,,,1,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000125,Mangold,Nutzung,Blüte,5,6,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000125,Mangold,Pflege,Pflege (allgemein),,,,,1,Satzweise aussäen; gleichmäßig feucht halten; junge Blätter laufend ernten; bei Hitze/Schossen beachten,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000126,Rote Bete,Anbau,Direktsaat,2,5,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000126,Rote Bete,Anbau,Pflanzung,2,5,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000126,Rote Bete,Nutzung,Ernte,5,9,,,1,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000126,Rote Bete,Nutzung,Blüte,5,6,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000126,Rote Bete,Pflege,Düngung,4,5,,,1,v.a. Starkzehrer in der Hauptwachstumszeit,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000126,Rote Bete,Pflege,Pflege (allgemein),,,,,1,Möglichst nicht frisch düngen; vereinzeln falls nötig; gleichmäßige Feuchte fördert gleichmäßige Wurzeln,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000127,Zuckerwurzel,Anbau,Direktsaat,2,5,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000127,Zuckerwurzel,Anbau,Pflanzung,2,5,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000127,Zuckerwurzel,Nutzung,Ernte,5,9,,,1,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000127,Zuckerwurzel,Nutzung,Blüte,5,6,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000127,Zuckerwurzel,Pflege,Düngung,4,5,,,1,v.a. Starkzehrer in der Hauptwachstumszeit,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000127,Zuckerwurzel,Pflege,Pflege (allgemein),,,,,1,Möglichst nicht frisch düngen; vereinzeln falls nötig; gleichmäßige Feuchte fördert gleichmäßige Wurzeln,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000127,Zuckerwurzel,Pflege,Winterschutz,9,10,,,0,im Topf/Kübel Wurzelballen vor Durchfrieren schützen,Regel: zwei-Ursachen-Modell (Frost/Gefäß)
KR000128,Feldsalat,Anbau,Aussaat,2,6,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000128,Feldsalat,Anbau,Pflanzung,3,7,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000128,Feldsalat,Nutzung,Ernte,3,8,,,1,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000128,Feldsalat,Nutzung,Blüte,5,6,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000128,Feldsalat,Pflege,Pflege (allgemein),,,,,1,Satzweise aussäen; gleichmäßig feucht halten; junge Blätter laufend ernten; bei Hitze/Schossen beachten,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000129,Kopfsalat,Anbau,Aussaat,2,6,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000129,Kopfsalat,Anbau,Pflanzung,3,7,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000129,Kopfsalat,Nutzung,Ernte,3,8,,,1,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000129,Kopfsalat,Nutzung,Blüte,5,6,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000129,Kopfsalat,Pflege,Pflege (allgemein),,,,,1,Satzweise aussäen; gleichmäßig feucht halten; junge Blätter laufend ernten; bei Hitze/Schossen beachten,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000130,Römersalat,Anbau,Aussaat,2,6,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000130,Römersalat,Anbau,Pflanzung,3,7,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000130,Römersalat,Nutzung,Ernte,3,8,,,1,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000130,Römersalat,Nutzung,Blüte,5,6,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000130,Römersalat,Pflege,Pflege (allgemein),,,,,1,Satzweise aussäen; gleichmäßig feucht halten; junge Blätter laufend ernten; bei Hitze/Schossen beachten,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000131,Eichblattsalat,Anbau,Aussaat,2,6,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000131,Eichblattsalat,Anbau,Pflanzung,3,7,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000131,Eichblattsalat,Nutzung,Ernte,3,8,,,1,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
